Brand,Model,Year,Attrebutes,Miles(k miles),Registration,Control,Fuel,Location,Price(£)
Peugeot,308 SW,2009.0,(09) - 1.6 HDi FAP Sport 5dr,101,2009 (9 reg),Manual,Diesel,Wakefield ,1995
Mitsubishi,Outlander,2015.0,(15) - 2.0h 12kWh GX4h CVT 4WD Euro 5 (s/s) 5dr,68,2015 (15 reg),Auto,Hybrid,Bradford ,10290
Fiat,500,2015.0,- 1.2 S 3dr [AC] ## £35 ROAD TAX - STUNNING CAR ##,51,2015 (64 reg),Manual,Petrol,Wakefield ,4590
Ford,Kuga,2013.0,(13) - 2013 2.0 TDCi 163 Titanium 5dr SAT NAV HALF LEATHER,164,2013 (13 reg),Manual,Diesel,Bradford ,3499
Volkswagen,up!,2014.0,(14) - 1.0 Move Up 3dr,48,2014 (14 reg),Manual,Petrol,Keighley ,4695
Honda,Civic,2008.0,(08) - 2.2 i-CTDi Type S GT 3dr,111,2008 (8 reg),Manual,Diesel,Keighley ,1989
Audi,A8,2022.0,- TDI V6 Black Edition 4-Door,10,2022 (72 reg),Auto,Diesel,Cleckheaton ,44495
Nissan,Qashqai,2024.0,(74) - 1.5 E-Power N-Connecta 5dr Auto,300,2024 (74 reg),Auto,Hybrid,York ,32990
Ford,Fiesta,2017.0,(17) - 1.0 EcoBoost Zetec 5dr,75,2017 (17 reg),Manual,Petrol,Chesterfield ,6495
Ford,Ecosport,2018.0,- 1.5 TDCi Titanium 5-Door,66,2018 (18 reg),Manual,Diesel,Doncaster ,7995
Ford,Fiesta,2015.0,(64) - 1.0 EcoBoost Zetec 5dr,54,2015 (64 reg),Manual,Petrol,Chesterfield ,5895
Volkswagen,Tiguan,2016.0,(66) - 2.0 TDI BlueMotion Tech R-Line DSG Euro 6 (s/s) 5dr,66,2016 (66 reg),Auto,Diesel,Keighley ,16989
Alfa Romeo,Tonale,2025.0,- 1.5 MHEV Veloce 5dr Auto,119,2025 (25 reg),Auto,Petrol,Huddersfield ,30998
Alfa Romeo,Tonale,2025.0,- 1.5 MHEV Veloce 5dr Auto,10,2025 (25 reg),Auto,Petrol,Huddersfield ,30998
Jaguar,XJ,2013.0,(13) - 3.0d V6 PORTFOLIO 4dr AUTOMATIC [8] + FULLY LOADED + TIMING CHAIN CHANGED +,120,2013 (13 reg),Auto,Diesel,Leeds ,8690
Volvo,V40,2018.0,- T2 [122] R DESIGN Pro 5dr Geartronic,43,2018 (68 reg),Auto,Petrol,Castleford ,12990
BMW,X3,2019.0,- 2.0 20i GPF M Sport SUV 5dr Petrol Auto xDrive Euro 6 (s/s) (184 ps),30,2019 (69 reg),Auto,Petrol,Halifax ,19490
Land Rover,Range Rover Sport,2011.0,(11) - 3.0 TD V6 HSE CommandShift 4WD Euro 5 5dr,71,2011 (11 reg),Auto,Diesel,Keighley ,7989
Nissan,Qashqai,2016.0,(66) - 1.6 dCi TEKNA 5dr XTRONIC + AUTOMATIC + LEATHER + PAN ROOF + EURO 6 + FSH,108,2016 (66 reg),Auto,Diesel,Leeds ,7290
Renault,Kadjar,2016.0,(66) - 1.5 dCi SIGNATURE NAV 5dr + PAN ROOF + LEATHER + KEYLESS GO + £20YR TAX +,104,2016 (66 reg),Manual,Diesel,Leeds ,6290
SEAT,Ateca,2017.0,(17) - 1.6 TDI Ecomotive SE Technology (s/s) 5dr,146,2017 (17 reg),Manual,Diesel,Keighley ,6489
Ford,Mondeo,2006.0,(56) - 2.2TDCi 155 Edge 5dr,120,2006 (56 reg),Manual,Diesel,Leeds ,1450
SEAT,Ibiza,2017.0,(67) - 1.0 TSI SE Euro 6 (s/s) 5dr,142,2017 (67 reg),Manual,Petrol,Keighley ,4489
Kia,Sorento,2013.0,(13) - 2.2 CRDi KX-3 5dr AUTOMATIC + 7 SEATS + LEATHER + PAN ROOF + NAV + FSH +,112,2013 (13 reg),Auto,Diesel,Leeds ,7990
Ford,Fiesta,2015.0,(15) - 1.0 EcoBoost Zetec 5dr,71,2015 (15 reg),Manual,Petrol,Chesterfield ,6000
BMW,3 Series,2017.0,(67) - 2.0 320d M Sport Shadow Edition Touring Euro 6 (s/s) 5dr,116,2017 (67 reg),Manual,Diesel,Keighley ,8989
Ford,Ka,2012.0,(62) - 1.3 TDCi Zetec Euro 5 3dr,69,2012 (62 reg),Manual,Diesel,Knaresborough ,3495
Honda,Jazz,2009.0,(59) - 1.4 i-VTEC ES 5dr,74,2009 (59 reg),Manual,Petrol,Manchester ,2791
Mercedes-Benz,GLE-Class,2020.0,(70) - 2.9 GLE400d AMG Line (Premium) G-Tronic 4MATIC Euro 6 (s/s) 5dr (7 Seat),19,2020 (70 reg),Auto,Diesel,Keighley ,41989
BMW,X5,2016.0,- 2.0 X5 xDrive25d M Sport 5-Door,122,2016 (16 reg),Auto,Diesel,Goole ,13795
MINI,Convertible,2009.0,(59) - 1.6 Cooper S Euro 4 2dr,106,2009 (59 reg),Manual,Petrol,Wakefield ,2495
Ford,Fiesta,2011.0,- 1.2L Edge Hatchback 3dr Petrol Manual Euro 5 (81 bhp),11,2011 (60 reg),Manual,Petrol,Castleford ,4990
Audi,Q5,2017.0,(17) - 2.0 TDI Sport S Tronic quattro Euro 6 (s/s) 5dr,158,2017 (17 reg),Auto,Diesel,Keighley ,10789
Citroen,C3 Picasso,2009.0,(09) - 1.6 HDi 16V VTR+ 5dr,123,2009 (9 reg),Manual,Diesel,Castleford ,1795
Tesla,Model 3,2020.0,(20) - Standard Plus 4dr Auto,85,2020 (20 reg),Auto,Electric,Wakefield ,12790
BMW,X4,2018.0,(18) - 3.0 M40d SUV 5dr Diesel Auto xDrive Euro 6 (s/s) (326 ps),89,2018 (18 reg),Auto,Diesel,Oldham ,22949
Ford,Fiesta,2016.0,- 1.0T EcoBoost Zetec S Hatchback 3dr Petrol Manual Euro 6 (s/s) (140 ps),40,2016 (16 reg),Manual,Petrol,Rotherham ,6995
Nissan,Juke,2024.0,(74) - 1.6 Hybrid N-Connecta 5dr Auto,10,2024 (74 reg),Auto,Hybrid,York ,25495
Vauxhall,Zafira Tourer,2014.0,(14) - 2.0 CDTi SRi MPV 5dr Diesel Manual Euro 5 (130 ps),56,2014 (14 reg),Manual,Diesel,Sheffield ,6000
Volkswagen,Passat,2017.0,(67) - 2.0 TDI GT 5dr DSG [Panoramic Roof],91,2017 (67 reg),Auto,Diesel,Bradford ,12490
Volkswagen,up!,2017.0,- 1.0 Move up! 5-Door,19,2017 (17 reg),Manual,Petrol,OLDHAM ,7750
Ford,Fiesta,2015.0,(65) - 1.5 TDCi Titanium 5dr,111,2015 (65 reg),Manual,Diesel,Leeds ,4995
Renault,Kadjar,2017.0,(17) - 1.5 dCi Dynamique S Nav (s/s) 5dr,129,2017 (17 reg),Manual,Diesel,Keighley ,4989
Mercedes-Benz,SL,2015.0,(15) - 5.5 SL63 V8 AMG SpdS MCT Euro 5 (s/s) 2dr,33,2015 (15 reg),Auto,Petrol,Keighley ,30989
Vauxhall,Corsa,2016.0,(16) - 1.2 Sting 3dr,70,2016 (16 reg),Manual,Petrol,Mexborough ,4295
BMW,X3,2022.0,(22) - 3.0 M40d MHT SUV 5dr Diesel Hybrid Auto xDrive Euro 6 (s/s) (340 ps),35,2022 (22 reg),Auto,Diesel,Oldham ,39949
Vauxhall,Grandland X,2020.0,- 1.2 Elite Nav Turbo 5DR Suv Petrol,15,2020 (69 reg),Manual,Petrol,Sheffield ,13989
Land Rover,Range Rover Sport,2018.0,(18) - 3.0 SD V6 HSE Auto 4WD Euro 6 (s/s) 5dr,92,2018 (18 reg),Auto,Diesel,Keighley ,20989
Suzuki,Alto,2013.0,- 1.0L SZ4 Hatchback 5dr Petrol Automatic Euro 5 (68 bhp),7,2013 (13 reg),Auto,Petrol,Castleford ,6990
Vauxhall,Corsa,2020.0,- 1.2 Turbo Elite Nav Premium 5dr -TIMING BELT CHANGED-,55,2020 (70 reg),Manual,Petrol,Castleford ,10099
Land Rover,Range Rover Sport,2016.0,- 3.0 SDV6 [306] HSE 5dr Auto,97,2016 (16 reg),Auto,Diesel,York ,14995
BMW,X5,2021.0,(71) - 45E 3.0 390 BHP XDRIVE M SPORT AUTOMATIC ( HIGH SPEC 5-Door,38,2021 (71 reg),Auto,Hybrid,Wakefield ,41989
Jaguar,XK8,1997.0,(P) - 4.0 2dr,89,1997 (P),Auto,Petrol,Leeds ,4995
Mercedes-Benz,C-Class,2021.0,(21) - 4.0 C63 V8 BiTurbo AMG S Saloon 4dr Petrol SpdS MCT Euro 6 (s/s) (510 ps),40,2021 (21 reg),Auto,Petrol,Oldham ,44949
BMW,5 Series,2013.0,(63) - 520d M Sport 5dr Step Auto,81,2013 (63 reg),Auto,Diesel,Wakefield ,9000
MINI,Hatch,2016.0,(66) - 1.5 Cooper 5dr,73,2016 (66 reg),Manual,Petrol,Chesterfield ,7395
Peugeot,2008,2025.0,- 1.2 PureTech 130 Allure 5dr,10,2025 (25 reg),Manual,Petrol,Wakefield ,23498
BMW,X3M,2022.0,(71) - 3.0i Competition Auto xDrive Euro 6 (s/s) 5dr,34,2022 (71 reg),Auto,Petrol,"Leeds, Morley, Gildersome ",51990
Audi,Q3,2014.0,(14) - 2.0 TDI S Line 5dr,138,2014 (14 reg),Manual,Diesel,Rochdale ,6595
BMW,1 Series,2015.0,(15) - 118d Sport 5dr,66,2015 (15 reg),Manual,Diesel,Rotherham ,6395
Kia,Sportage,2020.0,- 2.0 CRDi EcoDynamics+ GT-Line SUV 5dr Diesel Hybrid Manual AWD Euro 6 (s/s),59,2020 (70 reg),Manual,Hybrid,Worksop ,15250
BMW,X5,2011.0,(61) - 3.0 30d SE Steptronic xDrive Euro 5 5dr,128,2011 (61 reg),Auto,Diesel,Bradford ,7990
BMW,X3,2021.0,(71) - 2.0 20i MHT M Sport SUV 5dr Petrol Hybrid Auto xDrive Euro 6 (s/s) (184 ps),28,2021 (71 reg),Auto,Petrol,Oldham ,34449
Peugeot,Rifter,2018.0,(68) - 1.5 BlueHDi Allure Standard MPV Euro 6 (s/s) 5dr,127,2018 (68 reg),Manual,Diesel,Keighley ,6989
Kia,Sportage,2016.0,(65) - 2.0 CRDi KX-2 AWD 5dr,111,2016 (65 reg),Manual,Diesel,Keighley ,6989
Abarth,595,2015.0,(15) - 1.4 T-Jet Competizione Euro 6 3dr,30,2015 (15 reg),Manual,Petrol,Huddersfield ,7995
Mazda,CX-5,2015.0,(15) - 2.2D [175] SPORT NAV 5dr AWD AUTOMATIC + EURO 6 + LEATHER + NAV + FSH +,110,2015 (15 reg),Auto,Diesel,Leeds ,7690
Vauxhall,Astra,2016.0,(16) - 1.6 CDTi 16V ecoFLEX Tech Line 5dr,110,2016 (16 reg),Manual,Diesel,Wakefield ,4500
Audi,A1,2014.0,(64) - 1.6 TDI Sport Sportback Euro 5 (s/s) 5dr,120,2014 (64 reg),Manual,Diesel,Wakefield ,4995
Mazda,CX-5,2013.0,(63) - 2.2d [175] SPORT NAV 5dr AWD (6 SPEED MANUAL),106,2013 (63 reg),Manual,Diesel,Leeds ,5490
Ford,Ka,2010.0,(10) - 1.2 Zetec Euro 4 3dr,62,2010 (10 reg),Manual,Petrol,Keighley ,2989
Volkswagen,Golf,2024.0,(24) - 2.0 TDI GTD DSG Euro 6 (s/s) 5dr,7,2024 (24 reg),Auto,Diesel,"Leeds, Morley, Gildersome ",37745
Audi,A6 Saloon,2012.0,(62) - 20 TDI S Line 4dr Multitronic,135,2012 (62 reg),Auto,Diesel,Rochdale ,4295
Land Rover,Discovery,2020.0,(20) - 3.0 SD V6 HSE Auto 4WD Euro 6 (s/s) 5dr,116,2020 (20 reg),Auto,Diesel,Keighley ,20989
Lexus,ES,2023.0,(23) - 2.5 300h E-CVT Euro 6 (s/s) 4dr,53,2023 (23 reg),Auto,Hybrid,Heckmondwike ,26495
Mazda,CX-30,2020.0,(20) - 2.0 Skyactiv-G MHEV SE-L Lux 5dr,113,2020 (20 reg),Manual,Petrol,Leeds ,7995
Land Rover,Range Rover,2019.0,(69) - 5.0 P565 V8 SV Autobiography Dynamic Auto 4WD Euro 6 (s/s) 5dr,30,2019 (69 reg),Auto,Petrol,Oldham ,59950
BMW,5 Series,2013.0,(13) - 520d SE 4dr,98,2013 (13 reg),Manual,Diesel,Wakefield ,6500
MINI,Clubman,2016.0,(66) - 2.0 Cooper D Euro 6 (s/s) 6dr 6-Door,124,2016 (66 reg),Manual,Diesel,Keighley ,5489
Toyota,Camry,2002.0,(02) - 3.0 V6 CDX 4dr Auto,82,2002 (2 reg),Auto,Petrol,Bradford ,3799
Rolls-Royce,Phantom,2005.0,(05) - 4dr Auto,155,2005 (5 reg),Auto,Petrol,Leeds ,44990
Ford,Kuga,2016.0,- ST-LINE TDCI 5-Door,72,2016 (66 reg),Manual,Diesel,Doncaster ,10000
Mazda,CX-5,2013.0,(13) - 2.2D [175] SPORT NAV 5dr AWD AUTOMATIC + EURO 6 + LEATHER + MEDIA + FSH +,129,2013 (13 reg),Auto,Diesel,Leeds ,6990
Vauxhall,Mokka,2025.0,- 1.2 Turbo 136 GS 5dr,10,2025 (25 reg),Manual,Petrol,York ,22498
Ford,Fiesta,2015.0,(15) - 1.25ZETEC 5-Door,84,2015 (15 reg),Manual,Petrol,Doncaster ,5499
Mercedes-Benz,E-Class,2020.0,(20) - 3.0 E450 V6 GPF AMG Line (Premium Plus) Cabriolet 2dr Petrol G-Tronic+ 4MAT,40,2020 (20 reg),Auto,Petrol,Oldham ,29849
Porsche,911,2015.0,(15) - 3.8T 991 Turbo PDK 4WD Euro 6 2dr,20,2015 (15 reg),Auto,Petrol,Harrogate ,74989
SEAT,Arona,2023.0,(23) - 1.0 TSI 110 SE Technology 5dr DSG,25,2023 (23 reg),Auto,Petrol,Bramham ,14995
Ford,Kuga,2024.0,"- 2.5 PHEV ST-Line 5dr SYNC4 NAVIGATION, 360 DEGREE CAMERA, REAR PARKING SENS",10,2024 (74 reg),Auto,Hybrid,Barnsley ,28500
Mercedes-Benz,E-Class,2018.0,(18) - 2.0 E220d SE (Premium) G-Tronic+ Euro 6 (s/s) 4dr,153,2018 (18 reg),Auto,Diesel,Keighley ,9989
Peugeot,208,2013.0,(63) - 1.6 THP GTi 3dr,72,2013 (63 reg),Manual,Petrol,Batley ,4395
Alfa Romeo,Tonale,2025.0,- 1.5 MHEV Sprint 5dr Auto,10,2025 (25 reg),Auto,Petrol,Huddersfield ,28498
Fiat,500,2015.0,- 1.2 S 3dr [AC] ## £35 ROAD TAX - STUNNING CAR ##,37,2015 (65 reg),Manual,Petrol,Wakefield ,5290
Audi,S6 Saloon,2015.0,"- 4.0 TFSI QUATTRO S6 [3X SERVICES, SAT NAV, LEATHER & HEATED SEATS] 4-Door",70,2015 (65 reg),Auto,Petrol,Leeds ,19985
Vauxhall,Adam,2016.0,(65) - 1.4i Glam 3dr,47,2016 (65 reg),Manual,Petrol,Chesterfield ,6795
Volkswagen,Tiguan,2014.0,(14) - 2.0 MATCH TDI BLUEMOTION TECHNOLOGY 5d 139 BHP 5-Door,126,2014 (14 reg),Manual,Diesel,Sheffield ,6750
Toyota,RAV4,2021.0,"- 2.5 VVT-I DESIGN [SAT NAV, REVERSE CAMERA & 4WD] 5-Door",30,2021 (71 reg),Auto,Hybrid,Leeds ,24885
Toyota,RAV4,2021.0,"- 2.5 VVT-I DESIGN [SAT NAV, REVERSE CAMERA & 4WD] 5-Door",31,2021 (71 reg),Auto,Hybrid,Leeds ,24885
Ford,Kuga,2024.0,"- 2.5 PHEV ST-Line 5dr SYNC4 NAVIGATION, FRONT & REAR PARKING SENSORS, 360 DE",10,2024 (74 reg),Auto,Hybrid,Barnsley ,28500
Ford,Kuga,2024.0,"- 2.5 PHEV ST-Line 5dr SYNC4 NAVIGATION, FRONT & REAR PARKING SENSORS, 360 DE",10,2024 (74 reg),Auto,Hybrid,Barnsley ,28500
Ford,Kuga,2024.0,"- 2.5 PHEV ST-Line 5dr SYNC4 NAVIGATION, FRONT & REAR PARKING SENSORS, 360 DE",10,2024 (74 reg),Auto,Hybrid,Barnsley ,28500
MINI,Hatch,2013.0,- 1.6L COOPER BAYSWATER Hatchback 3dr Petrol Automatic Euro 5 (120 bhp),19,2013 (13 reg),Auto,Petrol,Castleford ,8990
Honda,CR-V,2014.0,(64) - 2.2 i-DTEC EX Auto 4WD Euro 5 5dr,95,2014 (64 reg),Auto,Diesel,Halifax ,8950
DS,Automobiles DS 4,2016.0,(16) - 1.6 BlueHDi Prestige 5dr,73,2016 (16 reg),Manual,Diesel,Leeds ,5290
Skoda,Yeti,2015.0,(15) - 2.0 TDI CR 140 Black Edition 4x4 5dr,107,2015 (15 reg),Manual,Diesel,Keighley ,5489
SEAT,Tarraco,2019.0,(69) - 2.0 TDI XCELLENCE Euro 6 (s/s) 5dr,29,2019 (69 reg),Manual,Diesel,Otley ,19818
Ford,Kuga,2024.0,"- 2.5 PHEV ST-Line 5dr CVT 360 CAMERA, B&O SOUND SYSTEM, DIGITAL DASH, POWER",10,2024 (74 reg),Auto,Hybrid,Huddersfield ,27590
Volvo,V50,2011.0,(61) - D3 [150] SE Edition 5dr LEATHERS D3,130,2011 (61 reg),Manual,Diesel,Batley ,2695
Mercedes-Benz,GLE-Class,2019.0,- GLE 300d 4Matic AMG Line 5dr 9G-Tronic [7 Seat],69,2019 (69 reg),Auto,Diesel,Dronfield ,32985
Hyundai,Santa Fe,2017.0,(17) - 2.2 CRDi BLUE DRIVE PREMIUM SE 5dr [7 SEATS] EURO 6 + MANUAL +,104,2017 (17 reg),Manual,Diesel,Leeds ,10790
Ford,Ecosport,2014.0,(64) - 1.5 TDCi Titanium 5dr [X Pack],39,2014 (64 reg),Manual,Diesel,Manchester ,5991
Ford,Fiesta,2009.0,(58) - 1.4 TDCi Style 3dr,117,2009 (58 reg),Manual,Diesel,Wakefield ,1895
Ford,Kuga,2024.0,"- 2.5 PHEV ST-Line 5dr CVT 360 CAMERA, B&O SPEAKERS, DIGITAL DASH, POWER TAIL",10,2024 (74 reg),Auto,Hybrid,Huddersfield ,27990
BMW,3 Series,2017.0,(17) - 320d EfficientDynamics Sport 5dr Step Auto,131,2017 (17 reg),Auto,Diesel,Leeds ,7500
Mercedes-Benz,CLA,2020.0,(70) - 1.3 CLA180 AMG Line (Premium Plus 2) Coupe 4dr Petrol 7G-DCT Euro 6 (s/s) (,71,2020 (70 reg),Auto,Petrol,Sheffield ,19450
Audi,Q3,2015.0,- 2.0 TDI S line 5-Door,102,2015 (65 reg),Manual,Diesel,Doncaster ,8795
Kia,Optima,2018.0,(18) - 1.7 CRDi GT-Line S Sportswagon DCT (s/s) 5dr,134,2018 (18 reg),Auto,Diesel,Keighley ,7989
Fiat,500,2015.0,- 1.2 S 3dr [AC] ## £35 ROAD TAX - FSH - STUNNING CAR ##,38,2015 (15 reg),Manual,Petrol,Wakefield ,5290
BMW,1 Series,2016.0,(16) - 1.5 116d Sport Euro 6 (s/s) 5dr,75,2016 (16 reg),Manual,Diesel,Halifax ,7950
Land Rover,Defender 110,2011.0,- Hard Top TDCi 3-Door,111,2011 (11 reg),Manual,Diesel,York ,19995
Audi,A3,2016.0,(66) - 1.6 TDI Sport 5dr,83,2016 (66 reg),Manual,Diesel,Chesterfield ,9000
BMW,5 Series,2017.0,(67) - 530d xDrive M Sport 5dr Auto,116,2017 (67 reg),Auto,Diesel,Keighley West ,14989
Volkswagen,Tiguan,2016.0,- 2.0 TDi 150 SE Nav 5dr,72,2016 (66 reg),Manual,Diesel,Doncaster ,11989
Volkswagen,Tiguan,2013.0,(63) - 2.0 TDI BlueMotion Tech R-Line 4WD 5dr,155,2013 (63 reg),Manual,Diesel,Keighley ,5489
Honda,Jazz,2012.0,(61) - 1.4 i-VTEC ES 5dr,109,2012 (61 reg),Manual,Petrol,Pudsey ,2695
Citroen,C4 Grand Picasso,2017.0,(17) - 1.6 BlueHDi Feel 5dr,138,2017 (17 reg),Manual,Diesel,Bradford ,4750
BMW,2 Series Gran Tourer,2018.0,(68) - 1.5 218i Sport Euro 6 (s/s) 5dr,92,2018 (68 reg),Manual,Petrol,Keighley ,7989
Mercedes-Benz,A-Class,2022.0,(22) - 1.3 A250e 15.6kWh AMG Line Edition (Premium Plus) 8G-DCT Euro 6 (s/s) 4dr,14,2022 (22 reg),Auto,Hybrid,Otley ,25000
Audi,A1,2013.0,(62) - 2.0 TDI Black Edition 3dr,110,2013 (62 reg),Manual,Diesel,Bradford ,4499
Volvo,V70,2009.0,(09) - 2.4D SE 5dr Geartronic,109,2009 (9 reg),Auto,Diesel,Wakefield ,4295
Nissan,Qashqai,2017.0,(67) - 1.6 dCi Tekna 5dr 4WD,107,2017 (67 reg),Manual,Diesel,Leeds ,6995
Citroen,C3 Picasso,2012.0,- 1.4 VTi 16V VTR+ 5dr ## LOW MILES - FSH ##,43,2012 (62 reg),Manual,Petrol,Wakefield ,3990
Volkswagen,Golf,2017.0,(67) - 1.6 TDI SE Euro 6 (s/s) 5dr,133,2017 (67 reg),Manual,Diesel,Keighley ,6989
Land Rover,Freelander,2006.0,(56) - 2.0 TD4 Adventurer 5dr,119,2006 (56 reg),Auto,Diesel,Wakefield ,2395
Toyota,Avensis,2008.0,(58) - 1.8 VVT-i TR 5dr,52,2008 (58 reg),Manual,Petrol,Bradford ,2850
Mercedes-Benz,E-Class,2021.0,(71) - 2.0 E300de 13.5kWh AMG Line Edition G-Tronic+ Euro 6 (s/s) 4dr,119,2021 (71 reg),Auto,Hybrid,Keighley ,19989
Tesla,Model Y,2022.0,(72) - (Dual Motor) Long Range SUV 5dr Electric Auto 4WDE (384 bhp),44,2022 (72 reg),Auto,Electric,Oldham ,23499
Nissan,350 Z,2007.0,(57) - 3.5 V6 313 GT 2dr,72,2007 (57 reg),Manual,Petrol,Harrogate ,8990
Volkswagen,T-Roc,2020.0,(70) - 1.5 R-LINE TSI EVO 5d 148 BHP 5-Door,15,2020 (70 reg),Manual,Petrol,Oldham ,19999
Audi,A5,2014.0,(14) - 2.0 TDI S line Sportback 5dr Diesel Manual Euro 5 (s/s) (177 ps),63,2014 (14 reg),Manual,Diesel,Sheffield ,8995
BMW,3 Series,2016.0,(16) - 320d Sport 4dr Step Auto,71,2016 (16 reg),Auto,Diesel,KEIGHLEY ,10495
Audi,RS6 Avant,2015.0,(65) - 4.0 TFSI V8 Tiptronic quattro Euro 6 (s/s) 5dr,86,2015 (65 reg),Auto,Petrol,Keighley ,31989
Vauxhall,Insignia,2016.0,(16) - 1.6 CDTi SRi Nav 5dr [Start Stop],93,2016 (16 reg),Manual,Diesel,Batley ,3995
Vauxhall,Astra,2017.0,(67) - 1.6 CDTi 16V ecoFLEX Tech Line 5dr,101,2017 (67 reg),Manual,Diesel,Doncaster ,5999
Vauxhall,Insignia,2014.0,(14) - 2.0 CDTi [163] ecoFLEX SRi 5dr [Start Stop],135,2014 (14 reg),Manual,Diesel,Keighley ,1995
BMW,3 Series,2020.0,(70) - 2.0 320i M Sport Auto xDrive Euro 6 (s/s) 4dr,54,2020 (70 reg),Auto,Petrol,Harrogate ,20489
Audi,Q3,2018.0,- 2.0 TDI S line Edition Euro 6 (s/s) 5dr,127,2018 (18 reg),Manual,Diesel,Wakefield ,9495
BMW,4 Series,2015.0,(65) - 2.0 420d M Sport Auto xDrive Euro 6 (s/s) 2dr,134,2015 (65 reg),Auto,Diesel,Keighley ,7989
Honda,Jazz,2018.0,- 1.3 i-VTEC SE Navi 5-Door,44,2018 (18 reg),Manual,Petrol,Sheffield ,9695
SEAT,Leon,2016.0,(66) - 1.4 EcoTSI 150 FR 5dr DSG [Technology Pack],45,2016 (66 reg),Auto,Petrol,Normanton ,10945
Jaguar,XE,2016.0,(66) - 2.0d R-Sport Euro 6 (s/s) 4dr,38,2016 (66 reg),Manual,Diesel,Sheffield ,10495
Volkswagen,Polo,2012.0,(62) - 1.2 TDI Match 5dr,115,2012 (62 reg),Manual,Diesel,Leeds ,3490
Mercedes-Benz,C-Class,2009.0,(09) - 2.1 C220 CDI BlueEfficiency Sport Auto Euro 5 5dr,145,2009 (9 reg),Auto,Diesel,Wakefield ,2495
MG,MG ZS,2025.0,- 130kW Trophy EV 51kWh 5dr Auto,5,2025 (25 reg),Auto,Electric,York ,19498
Vauxhall,Mokka,2025.0,- 1.2 Turbo 136 GS 5dr,97,2025 (74 reg),Manual,Petrol,Wakefield ,21798
Jaguar,XK,2010.0,(59) - 5.0 XK 2d 385 BHP 2-Door,99,2010 (59 reg),Auto,Petrol,Rochdale ,11995
Land Rover,Range Rover Sport,,- 2.7 TD V6 S 5dr,145,2007 (56 reg),Auto,Diesel,Leeds ,3495
Renault,Koleos,2018.0,(18) - 2.0 dCi Signature Nav 4WD Euro 6 (s/s) 5dr,117,2018 (18 reg),Manual,Diesel,Keighley ,7989
Volkswagen,Passat,2008.0,(08) - 3.6 FSI V6 R36 DSG 4Motion 4dr,99,2008 (8 reg),Auto,Petrol,Bradford ,12490
Volvo,V90,2018.0,(18) - 2.0 D5 PowerPulse R-Design Pro Auto AWD Euro 6 (s/s) 5dr,155,2018 (18 reg),Auto,Diesel,Keighley ,10989
Vauxhall,Corsa,2025.0,- 1.2 Turbo GS 5dr,10,2025 (74 reg),Manual,Petrol,Huddersfield ,17998
Vauxhall,Corsa,2025.0,- 1.2 Ultimate Turbo 5DR Hatch Petrol,526,2025 (74 reg),Auto,Petrol,Sheffield ,20989
Toyota,Land Cruiser Colorado,2002.0,(52) - 3.0 D4-D GX 5dr,192,2002 (52 reg),Manual,Diesel,Bradford ,5995
Kia,Optima,2018.0,(68) - 1.6 CRDi 3 Sportswagon Euro 6 (s/s) 5dr,110,2018 (68 reg),Manual,Diesel,Keighley ,7789
Alfa Romeo,Tonale,2025.0,- 1.5 MHEV Sprint 5dr Auto,10,2025 (25 reg),Auto,Petrol,Huddersfield ,28498
Citroen,DS3,2013.0,(13) - 1.6 THP 16V 155 DSport Plus 3dr,74,2013 (13 reg),Manual,Petrol,Rotherham ,2498
BMW,4 Series,2015.0,(15) - 420d M Sport 2dr Auto,115,2015 (15 reg),Auto,Diesel,Halifax ,8990
BMW,7 Series,2021.0,(21) - 745e 3.0 PHEV 12KWH 390 BHP M SPORT AUTOMATIC 4-Door,39,2021 (21 reg),Auto,Hybrid,Wakefield ,33489
BMW,M4,2016.0,- 3.0 M4 Convertible Competition Package 2-Door,49,2016 (66 reg),Auto,Petrol,OLDHAM ,24995
Citroen,C3,2017.0,- 1.2 PureTech 82 Flair 5dr,108,2017 (67 reg),Manual,Petrol,York ,4495
Vauxhall,Corsa,2017.0,(17) - 1.4i ecoFLEX SRi VX Line Euro 6 5dr,38,2017 (17 reg),Manual,Petrol,Leeds ,6995
Vauxhall,Insignia,2017.0,(17) - 1.6 Turbo D ecoTEC Design Grand Sport (s/s) 5dr,118,2017 (17 reg),Manual,Diesel,Keighley ,4989
Audi,A8,2015.0,(65) - 3.0 TDI 262 Quattro SE Executive LWB 4dr Tip Auto,55,2015 (65 reg),Auto,Diesel,Halifax ,14990
Ford,Focus,2016.0,(16) - 1.0 EcoBoost 125 Titanium 5dr,75,2016 (16 reg),Manual,Petrol,Chesterfield ,6295
BMW,1 Series,2018.0,(18) - 1.5 118i M Sport Shadow Edition Euro 6 (s/s) 5dr,152,2018 (18 reg),Manual,Petrol,Leeds ,6495
Mercedes-Benz,C-Class,2019.0,(19) - 1.5 C200 MHEV EQ Boost AMG Line G-Tronic+ Euro 6 (s/s) 5dr,95,2019 (19 reg),Auto,Petrol,Keighley ,12989
Vauxhall,Zafira Tourer,2017.0,(17) - 1.4i Turbo Design Tourer 5dr,104,2017 (17 reg),Manual,Petrol,Keighley ,4989
